taxon_id,organism,accession,gc_count,seq_length,chromosomes,gene_total,gene_num_protein_coding,gene_num_non_coding,gene_num_pseudogene
191610,Corynebacterium atypicum,GCF_000732945.1,1542094,2359448,2,2157,1986,66,105
1225174,Pseudomonas mendocina S5.2,GCF_000733715.2,3351319,5372474,2,5103,4974,86,43
289377,Thermodesulfobacterium commune DSM 2178,GCF_000734015.1,652275,1764045,1,1801,1730,52,19
1244531,Campylobacter iguaniorum,GCF_000736415.1,627194,1754638,2,1848,1780,56,12
927083,Sandaracinus amylolyticus,GCF_000737325.1,7439391,10327335,1,8774,8632,72,70
1687,Bifidobacterium coryneforme,GCF_000737865.1,1062030,1755151,1,1430,1352,58,20
666509,Planktomarina temperata RCA23,GCF_000738435.1,1763711,3288122,1,3187,3084,51,52
743972,Actinobacillus suis ATCC 33415,GCF_000739435.1,1006022,2501598,1,2342,2241,86,15
29471,Pectobacterium atrosepticum,GCF_000740965.1,2567662,5024250,2,4544,4370,108,66
1398490,Borreliella afzelii Tom3107,GCF_000741005.1,278337,987652,3,946,900,41,5
91604,Candidatus Paracaedibacter acanthamoebae,GCF_000742835.1,1018681,2485110,2,2298,2175,52,71
1072685,Basilea psittacipulmonis DSM 24701,GCF_000743945.1,788770,1959069,1,1693,1626,51,16
1712410,Thermanaerosceptrum fracticalcis,GCF_000746025.2,1719833,3805411,1,3857,3701,75,81
401472,Corynebacterium ureicelerivorans,GCF_000747315.1,1513478,2328278,2,2351,2241,66,44
186490,Candidatus Baumannia cicadellinicola,GCF_000754265.1,296144,759425,1,734,657,48,29
221027,Treponema putidum,GCF_000755145.1,1044448,2800562,2,2646,2509,54,83
656366,Arthrobacter alpinus,GCF_000755585.2,2702680,4458287,2,4035,3917,74,44
28450,Burkholderia pseudomallei,GCF_000756125.1,4836611,7085397,2,6108,5947,76,85
1401325,Ornithobacterium rhinotracheale ORT-UMN 88,GCF_000756505.1,898128,2397867,1,2307,2226,55,26
44251,Paenibacillus durus,GCF_000756615.1,3075766,6053498,2,5449,5239,114,96
693986,Methylobacterium oryzae CBMB20,GCF_000757795.1,4386421,6286629,1,5835,5645,75,115
160799,Paenibacillus borealis,GCF_000758665.1,4191726,8156808,1,7019,6809,121,89
169760,Paenibacillus stellifer,GCF_000758685.1,3029884,5658798,1,5281,5046,125,110
189425,Paenibacillus graminis,GCF_000758705.1,3624010,7166464,1,6288,6066,123,99
189426,Paenibacillus odorifer,GCF_000758725.1,3012125,6812473,1,6048,5863,121,64
216142,Pseudomonas rhizosphaerae,GCF_000761155.1,2906684,4688635,1,4224,4085,91,48
202751,Listeria ivanovii subsp. ivanovii,GCF_000763515.1,1084650,2919548,1,2891,2736,89,66
2325,Thermoanaerobacter kivui,GCF_000763575.1,839539,2397824,1,2514,2302,76,136
1549858,Sphingomonas taxi,GCF_000764535.1,2757759,4061902,3,3799,3700,64,35
558173,Corynebacterium doosanense CAU 212 = DSM 45436,GCF_000767055.1,1802458,2698995,2,2663,2532,67,64
1088721,Novosphingobium pentaromativorans US6-1,GCF_000767465.1,3439297,5457578,6,5164,4990,67,107
492670,Bacillus velezensis,GCF_000769555.1,1862335,4014440,2,3933,3768,107,58
669,Vibrio harveyi,GCF_000770115.1,2641771,5881490,2,5452,5210,171,71
1051646,Vibrio tubiashii ATCC 19109,GCF_000772105.1,2493442,5540337,6,5142,4956,152,34
1138822,Lentilactobacillus curieae,GCF_000785105.2,833764,2095860,1,2054,1957,80,17
2045,Pimelobacter simplex,GCF_000785495.1,4106828,5637360,1,5610,5530,55,25
1538553,Methylomonas denitrificans,GCF_000785705.2,2672050,5172098,1,4782,4627,60,95
1348114,Pseudoalteromonas piratica,GCF_000788395.1,1924536,4815987,2,4419,4269,120,30
57497,Deinococcus radiopugnans,GCF_000800395.1,2380591,3531443,1,3380,3293,56,31
202947,Actinobacillus equuli subsp. equuli,GCF_000801145.1,979048,2431533,1,2278,2188,85,5
1248727,endosymbiont of unidentified scaly snail isolate Monju,GCF_000801295.1,1690027,2597759,1,2575,2378,50,147
1355015,Streptomyces pluripotens,GCF_000802245.2,5138026,7346075,1,6449,6106,91,252
2093824,Candidatus Nanosynbacter lyticus,GCF_000803625.1,313457,705138,1,755,699,49,7
1515612,Sphingopyxis fribergensis,GCF_000803645.1,3316470,5202172,2,4960,4850,51,59
1267021,Frischella perrara,GCF_000807275.1,918605,2692351,1,2335,2244,73,18
1736,Eubacterium limosum,GCF_000807675.2,2087156,4422837,1,4196,4073,83,40
1891094,Pandoraea fibrosis,GCF_000807775.2,3512667,5592065,1,4948,4793,81,74
1579316,Falsihalocynthiibacter arcticus,GCF_000812665.2,2326477,4376120,2,4295,3971,59,265
1531429,Berryella intestinalis,GCF_000814825.1,1250333,1967093,1,1735,1670,58,7
325775,Coxiella endosymbiont of Amblyomma americanum,GCF_000815025.1,227241,656901,1,610,558,44,8
743971,Mycoplasma flocculare ATCC 27399,GCF_000815065.1,225544,778866,1,629,588,35,6
93221,Pandoraea pulmonicola,GCF_000815105.2,3772593,5867621,1,5100,4911,90,99
594679,Allofrancisella guangzhouensis,GCF_000815225.1,531531,1661527,2,1567,1495,52,20
1284,Staphylococcus hyicus,GCF_000816085.1,879532,2472129,1,2386,2284,81,21
1031564,Campylobacter insulaenigrae NCTC 12927,GCF_000816185.1,413045,1465081,1,1526,1445,54,27
1388752,Campylobacter subantarcticus LMG 24377,GCF_000816305.1,551303,1852995,1,1929,1839,58,32
1041138,Rhizobium gallicum bv. gallicum R602sp,GCF_000816845.1,4358159,7311190,4,7102,6660,64,378
345632,Geobacter pickeringii,GCF_000817955.1,2253464,3618700,1,3381,3276,65,40
1508404,Jeotgalibacillus malaysiensis,GCF_000818095.1,1745374,4119509,2,4468,4260,153,55
1208324,Celeribacter indicus,GCF_000819565.1,3266876,4969388,6,4910,4792,57,61
1580596,Phaeobacter piscinae,GCF_000826835.2,2540743,4227039,5,4048,3951,73,24
483547,Geoalkalibacter subterraneus,GCF_000827125.1,2107089,3717645,2,3601,3483,70,48
1384459,Methyloceanibacter caenitepidi,GCF_000828475.1,2152327,3424964,1,3305,3210,55,40
476281,Candidatus Ishikawaella capsulata Mpkobe,GCF_000828515.1,227813,754729,2,671,594,49,28
1076588,Thiolapillus brandeum,GCF_000828615.1,1773538,3153637,3,3015,2929,45,41
1223802,Sulfuritalea hydrogenivorans sk43H,GCF_000828635.1,2405837,3802648,1,3672,3572,57,43
1408159,Thermotoga caldifontis AZM44c09,GCF_000828655.1,1034318,2014912,1,1996,1941,52,3
1408160,Thermotoga profunda AZM34c06,GCF_000828675.1,848722,2187612,1,2158,2101,52,5
1410383,Candidatus Tachikawaea gelatinosa,GCF_000828815.1,177603,708439,1,661,600,46,15
29554,Metamycoplasma canadense,GCF_000828855.1,168759,693241,1,588,542,41,5
1458425,Serpentinimonas raichei,GCF_000828895.1,1699965,2574013,1,2425,2325,54,46
1458426,Serpentinimonas maccroryi,GCF_000828915.1,1733217,2623236,2,2446,2334,53,59
1423732,Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393,GCF_000829055.1,1413846,2952961,3,2873,2633,77,163
1228987,cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko,GCF_000829235.1,933679,2794318,1,1833,1665,49,119
246273,Wolbachia endosymbiont of Cimex lectularius,GCF_000829315.1,453153,1250060,1,1258,1091,41,126
1291742,Paucilactobacillus hokkaidonensis JCM 18461,GCF_000829395.1,917523,2400586,3,2384,2272,72,40
362257,Streptomyces vietnamensis,GCF_000830005.1,6590138,9153777,2,8309,7960,95,254
1432060,Dehalococcoides mccartyi CG4,GCF_000830905.1,673455,1382308,1,1460,1399,52,9
1420916,Marinobacter similis,GCF_000830985.1,2290174,3975896,1,4050,3172,53,825
1074467,Companilactobacillus heilongjiangensis,GCF_000831645.3,1046109,2790548,1,2490,2393,70,27
1121088,Weizmannia coagulans DSM 1 = ATCC 7050,GCF_000832905.1,1579028,3366995,1,3336,3057,121,158
480520,Myroides profundi,GCF_000833025.1,1375674,4064534,1,3640,3504,123,13
1450527,Francisella tularensis subsp. novicida D9876,GCF_000833355.1,607411,1870206,1,1808,1734,52,22
161899,Corynebacterium singulare,GCF_000833575.1,1701671,2830519,1,2645,2536,67,42
273123,Yersinia pseudotuberculosis IP 32953,GCF_000834295.1,2301240,4839430,3,4338,4081,117,140
1453495,Yersinia aldovae 670-83,GCF_000834395.1,2132105,4471090,1,4070,3851,115,104
29485,Yersinia rohdei,GCF_000834455.1,2056295,4372253,1,3877,3713,114,50
1224162,Corynebacterium marinum DSM 44953,GCF_000835165.1,1849115,2729219,3,2617,2501,68,48
743967,Mycoplasma yeatsii GM274B,GCF_000875755.1,230347,895051,1,793,747,39,7
727,Haemophilus influenzae,GCF_000931575.1,704485,1846259,1,1834,1715,82,37
1565605,Rugosibacter aromaticivorans,GCF_000934545.1,1618346,2934611,1,2900,2798,54,48
321846,Pseudomonas simiae,GCF_000934565.1,3708309,6143950,1,5676,5518,93,65
656178,Pandoraea vervacti,GCF_000934605.2,3643947,5736282,2,4991,4818,82,91
1609977,Sphingomonas hengshuiensis,GCF_000935025.1,3485717,5228389,2,4901,4768,57,76
1445510,Gynuella sunshinyii YC6258,GCF_000940805.1,3149439,6475959,1,5317,5198,61,58
658445,Photobacterium gaetbulicola Gung47,GCF_000940995.1,2939317,5909413,2,5277,5042,171,64
1454006,Siansivirga zeaxanthinifaciens CC-SAMT-1,GCF_000941055.1,1107957,3303986,1,2887,2794,57,36
31958,Amycolatopsis orientalis,GCF_000943515.2,6532642,9490992,1,8517,8361,65,91
1618207,Psychromicrobium lacuslunae,GCF_000950575.1,2122856,3599434,2,3383,3309,54,20
1581680,Candidatus Methylopumilus turicensis,GCF_000953015.1,781284,1754988,1,1782,1704,49,29
1212491,Legionella fallonii LLAP-10,GCF_000953135.1,1699566,4434890,3,3754,3645,61,48
451,Tatlockia micdadei,GCF_000953635.1,1339131,3310028,1,2949,2872,56,21
449,Legionella hackeliae,GCF_000953655.1,1391352,3570857,2,3204,3103,59,42
1006576,Defluviitoga tunisiensis,GCF_000953715.1,644167,2053097,1,1893,1819,59,15
105219,Ralstonia mannitolilytica,GCF_000954135.1,3321652,5072301,3,4789,4664,59,66
441162,Burkholderia oklahomensis C6786,GCF_000959365.1,4785217,7135022,2,6367,6110,75,182
350701,Burkholderia dolosa AU0158,GCF_000959505.1,4294615,6409095,3,5817,5634,86,97
1486262,Martelella endophytica,GCF_000960975.1,2993347,4817335,1,4538,4402,66,70
1126833,Paenibacillus beijingensis,GCF_000961095.1,3020776,5749967,1,5230,4979,121,130
611301,Xanthomonas citri pv. citri,GCF_000961215.1,3382823,5222255,3,4502,4235,99,168
134537,Paraburkholderia fungorum,GCF_000961515.1,5593928,9058983,4,8190,7934,85,171
516051,Muricauda lutaonensis,GCF_000963865.1,1472391,3274259,1,3027,2965,49,13
511,Alcaligenes faecalis,GCF_000967305.2,2414719,4248684,2,3871,3782,70,19
1125847,Pseudorhizobium banfieldiae,GCF_000967425.1,2831058,4577425,3,4461,4338,63,60
61635,Paracholeplasma brassicae,GCF_000967915.1,671684,1877792,1,1762,1689,63,10
1318466,Alteracholeplasma palmae J233,GCF_000968055.1,450455,1554229,1,1489,1434,44,11
1354304,Xenorhabdus poinarii G6,GCF_000968175.1,1630159,3659523,1,3435,3204,103,128
351671,Xenorhabdus doucetiae,GCF_000968195.1,1921383,4203651,2,3727,3496,102,129
1548,Clostridium scatologenes,GCF_000968375.1,1702232,5749410,1,5282,5101,96,85
1091494,Methylotuvimicrobium alcaliphilum 20Z,GCF_000968535.2,2338145,4796711,2,4076,3972,57,47
1235990,Candidatus Pantoea carbekii,GCF_000971765.1,364275,1196948,5,874,796,50,28
573737,Pandoraea oxalativorans,GCF_000972785.3,4100939,6500731,5,5769,5325,84,360
187101,Sneathia vaginalis,GCF_000973085.1,378209,1330224,1,1311,1254,49,8
63186,Zobellia galactanivorans,GCF_000973105.1,2362167,5521712,1,4492,4422,50,20
1505596,Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri,GCF_000973505.1,217884,749321,1,636,582,44,10
1505597,Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,GCF_000973545.1,211717,773940,1,644,583,42,19
1835254,Polynucleobacter duraquae,GCF_000973625.1,915076,2026292,1,2107,2037,46,24
400092,Pontibacter korlensis,GCF_000973725.1,2586198,5462537,1,4708,4570,64,74
1379870,Spirosoma radiotolerans,GCF_000974425.1,3477577,7029352,1,5757,5674,51,32
1188319,Ferriphaselus amnicola,GCF_000974685.2,1518894,2717229,1,2707,2614,63,30
480418,Mycobacterium lepromatosis,GCF_000975265.2,1894016,3271694,1,3075,2398,52,625
161896,Corynebacterium camporealensis,GCF_000980815.1,1456559,2451810,1,2311,2213,65,33
35755,Corynebacterium kutscheri,GCF_000980835.1,1093764,2354065,1,2126,2024,64,38
1073571,Paenibacillus riograndensis SBR5,GCF_000981585.1,4036830,7919576,1,6791,6571,119,101
914150,Kangiella geojedonensis,GCF_000981765.1,1092320,2495242,1,2326,2260,51,15
206403,Sulfurovum lithotrophicum,GCF_000987835.1,981620,2217891,1,2236,2165,56,15
29555,Mycoplasmopsis canis,GCF_000988065.1,261703,968791,1,761,716,42,3
386891,Moraxella bovoculi,GCF_000988745.2,975500,2141970,2,2035,1926,65,44
408015,Streptomyces xiamenensis,GCF_000993785.3,4293558,5961402,1,5460,5195,77,188
407035,Salinicoccus halodurans,GCF_001005905.1,1237616,2778379,1,2865,2738,77,50
47917,Serratia fonticola,GCF_001006005.1,3217042,6000511,1,5421,5236,111,74
1543721,Sedimenticola thiotaurini,GCF_001007875.1,2282876,3962284,2,3708,3616,61,31
44574,Nitrosomonas communis,GCF_001007935.1,1819617,4067838,1,3824,3636,48,140
1309411,Deinococcus soli (ex Cha et al. 2016),GCF_001007995.1,2272453,3236984,1,3180,3096,61,23
1267766,Croceibacterium atlanticum,GCF_001008165.2,2151454,3475106,2,3305,3206,56,43
230089,Photorhabdus thracensis,GCF_001010285.1,2270333,5147098,1,4593,4195,105,293
1437453,Streptomyces leeuwenhoekii,GCF_001013905.1,5903171,8122491,3,7083,6746,91,246
413882,Schlegelella brevitalea,GCF_001017435.1,4372306,6476147,1,5607,5441,78,88
1307763,Kiritimatiella glycovorans,GCF_001017655.1,1867445,2949723,1,2452,2380,51,21
445709,Pandoraea thiooxydans,GCF_001017775.3,2821105,4464186,1,4159,4045,59,55
106634,Thioalkalivibrio versutus,GCF_001020955.1,1960706,2969361,1,2805,2699,56,50
571915,Corynebacterium mustelae,GCF_001020985.1,1826421,3474226,3,3142,3053,70,19
1050174,Corynebacterium epidermidicanis,GCF_001021025.1,1563036,2692072,1,2483,2387,67,29
136857,Corynebacterium testudinoris,GCF_001021045.1,1718138,2721226,1,2608,2518,66,24
1072256,Corynebacterium uterequi,GCF_001021065.1,1584681,2419437,1,2226,2130,70,26
1277257,Candidatus Liberibacter africanus PTSAPSY,GCF_001021085.1,411361,1192232,1,1097,1012,56,29
129394,Xanthomonas oryzae pv. oryzicola,GCF_001021915.1,2838081,4430829,1,4137,3486,211,440
1972431,Phytobacter ursingii,GCF_001022135.1,3235806,6166452,5,6027,5755,116,156
518635,Bifidobacterium angulatum DSM 20098 = JCM 7096,GCF_001025155.1,1201672,2021974,1,1626,1530,68,28
566552,Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,GCF_001025195.1,1168705,2079525,1,1759,1644,75,40
1330330,Kosmotoga pacifica,GCF_001027025.1,922242,2169170,1,2092,2022,55,15
48,Archangium gephyra,GCF_001027285.1,8673757,12489432,1,10050,9733,103,214
1408281,Endomicrobium proavitum,GCF_001027545.1,625130,1588979,1,1397,1339,50,8
543877,Pelagerythrobacter marensis,GCF_001028625.1,1865291,2885033,1,2764,2696,52,16
60550,Burkholderia pyrrocinia,GCF_001028665.1,5291018,7961346,4,7199,6976,91,132
1348774,Croceicoccus naphthovorans,GCF_001028705.1,2418898,3863562,3,3885,3747,51,87
656179,Pandoraea faecigallinarum,GCF_001029105.3,3637168,5732664,3,5134,4835,82,217
1114980,Spiroplasma atrichopogonis,GCF_001029245.1,339486,1160484,1,1333,1271,39,23
315358,Spiroplasma eriocheiris,GCF_001029265.1,406904,1365714,1,1271,1221,38,12
536227,Clostridium carboxidivorans P7,GCF_001038625.1,1721859,5752782,2,5267,5105,114,48
1150461,Bifidobacterium scardovii JCM 12489 = DSM 13734,GCF_001042635.1,2041269,3158347,1,2585,2476,67,42
864564,Parascardovia denticolens DSM 10105 = JCM 12538,GCF_001042675.1,1102615,1890857,1,1585,1510,54,21
1150468,Scardovia inopinata JCM 12537,GCF_001042695.1,874362,1797862,1,1511,1433,55,23
84022,Clostridium aceticum,GCF_001042715.1,1484407,4207037,2,3971,3808,97,66
330734,Marinobacter psychrophilus,GCF_001043175.1,2153039,3998597,1,3669,3519,62,88
1479,Bacillus smithii,GCF_001050115.1,1378026,3381292,2,3161,2954,132,75
320787,Cyclobacterium amurskyense,GCF_001050135.1,2359497,6158829,1,4847,4768,54,25
637971,Levilactobacillus koreensis,GCF_001050435.1,1480166,3006812,1,2690,2591,81,18
1007676,Companilactobacillus ginsenosidimutans,GCF_001050475.1,950918,2590556,1,2590,2504,66,20
1134435,Thauera humireducens,GCF_001051995.2,2770902,4171754,1,3937,3820,76,41
1648404,Aurantiacibacter atlanticus,GCF_001077815.2,1882059,3226359,2,3143,3052,52,39
1379910,Rufibacter radiotolerans,GCF_001078055.1,2475257,4820793,1,3899,3833,50,16
1302659,Planococcus versutus,GCF_001186155.3,1311631,3330075,3,3378,3211,103,64
198467,Anoxybacillus gonensis,GCF_001187595.1,1168303,2803668,1,2979,2832,106,41
1579979,Wenzhouxiangella marina,GCF_001187785.1,2398279,3675202,1,3134,3054,52,28
1458307,Octadecabacter temperatus,GCF_001187845.1,1785196,3264628,2,3289,3220,45,24
52,Chondromyces crocatus,GCF_001189295.1,7824683,11388132,1,8299,8044,108,147
824,Campylobacter gracilis,GCF_001190745.1,1062271,2281652,1,2244,2138,54,52
571913,Luteipulveratus mongoliensis,GCF_001190945.1,3699159,5420910,1,5213,5124,55,34
293387,Bacillus altitudinis,GCF_001191605.1,1524839,3681784,2,3785,3651,110,24
1236517,Prevotella fusca JCM 17724,GCF_001262015.1,1439197,3261806,2,2600,2486,65,49
216946,Spiroplasma turonicum,GCF_001262715.1,305249,1261374,1,1118,1069,35,14
1391653,Vulgatibacter incomptus,GCF_001263175.1,2999239,4350553,1,3683,3570,62,51
1391654,Labilithrix luteola,GCF_001263205.1,8063732,12191466,1,10611,10441,74,96
1437605,Bifidobacterium actinocoloniiforme DSM 22766,GCF_001263395.1,1147591,1830060,1,1512,1430,55,27
216942,Spiroplasma litorale,GCF_001267155.1,305349,1225519,1,1138,1091,35,12
1697053,Thiopseudomonas alkaliphila,GCF_001267255.1,1088213,2294397,1,2201,2104,69,28
278992,Streptomyces ambofaciens ATCC 23877,GCF_001267885.1,6059158,8393598,2,7524,7217,92,215
1262470,Herbaspirillum hiltneri N3,GCF_001267925.1,3016833,4965474,1,4584,4445,67,72
42253,Nitrospira moscoviensis,GCF_001273775.1,2844882,4589485,1,4481,4391,54,36
273035,Spiroplasma kunkelii CR2-3x,GCF_001274875.1,378388,1514561,4,1886,1760,39,87
1408189,Corynebacterium lactis RW2-5,GCF_001274895.1,1676521,2769745,1,2493,2399,65,29
71999,Kocuria palustris,GCF_001275345.1,2012324,2854447,1,2529,2416,58,55
1086726,Francisella persica ATCC VR-331,GCF_001275365.1,476079,1516676,1,1457,1221,46,190
1074000,Cronobacter universalis NCTC 9529,GCF_001277175.1,2565683,4436873,2,4214,4045,112,57
1159613,Cronobacter muytjensii ATCC 51329,GCF_001277195.1,2517722,4364114,1,4100,3933,122,45
1159491,Cronobacter malonaticus LMG 23826,GCF_001277215.2,2543513,4473761,3,4289,4094,121,74
1159554,Cronobacter dublinensis subsp. dublinensis LMG 23823,GCF_001277235.1,2675264,4628405,2,4382,4224,115,43
1073999,Cronobacter condimenti 1330,GCF_001277255.1,2509819,4499482,2,4240,4056,113,71
931089,Corynebacterium deserti GIMN1.010,GCF_001277995.1,1676247,3033893,3,2841,2697,80,64
1603606,Desulfuromonas soudanensis,GCF_001278055.1,2422327,3958620,1,3610,3511,65,34
38300,Streptomyces pristinaespiralis,GCF_001278075.1,6104336,8532592,1,7433,7170,89,174
362837,Spiroplasma cantharicola,GCF_001281045.1,295004,1179577,1,1054,1011,35,8
1125411,Candidatus Pseudothioglobus singularis PS1,GCF_001281385.1,641748,1714148,1,1760,1709,45,6
1318743,Bartonella ancashensis,GCF_001281405.1,563839,1467695,1,1294,1195,52,47
1685,Bifidobacterium breve,GCF_001281425.1,1433522,2426006,2,2177,2037,67,73
361183,Altererythrobacter epoxidivorans,GCF_001281485.1,1713623,2786256,1,2794,2735,49,10
1528099,Lawsonella clevelandensis,GCF_001293125.1,1090143,1860551,1,1630,1537,55,38
1705394,Candidatus Thioglobus autotrophicus,GCF_001293165.1,592030,1512449,1,1660,1609,42,9
1788301,Pseudomonas versuta,GCF_001294575.1,2998779,5149788,1,4710,4500,97,113
199,Campylobacter concisus,GCF_001298465.1,692132,1840041,1,1907,1819,59,29
45610,Psychrobacter urativorans,GCF_001298525.1,1233892,2931580,6,2521,2416,74,31
1933880,Glutamicibacter halophytocola,GCF_001302565.1,2350489,3918424,2,3659,3555,86,18
860235,Kibdelosporangium phytohabitans,GCF_001302585.1,8048569,11759770,1,10887,10584,86,217
288004,Beggiatoa leptomitoformis,GCF_001305575.3,1727109,4265317,1,3630,3523,60,47
528244,Azospirillum thiophilum,GCF_001305595.1,5186477,7609458,8,6777,6545,109,123
1136941,Gordonia phthalatica,GCF_001305675.1,3011399,4428727,1,4189,4070,65,54
1324350,Acinetobacter equi,GCF_001307195.1,1065715,3054269,1,2914,2744,112,58
1766,Mycolicibacterium fortuitum,GCF_001307545.1,4141803,6254616,1,6041,5892,61,88
1472767,Lentibacillus amyloliquefaciens,GCF_001307805.1,1625108,3858284,1,3928,3725,88,115
1397108,Celeribacter marinus,GCF_001308265.1,1741601,3096705,1,3094,3006,55,33
512763,Rufibacter tibetensis,GCF_001310085.1,2567395,5413467,3,4402,4319,60,23
1736674,Algibacter alginicilyticus,GCF_001310225.1,1270383,3994770,1,3366,3299,50,17
33050,Sphingopyxis macrogoltabida,GCF_001314325.1,3728473,5748623,3,5626,5489,63,74
28116,Bacteroides ovatus,GCF_001314995.1,2710596,6472489,1,4913,4767,93,53
92945,Ketogulonicigenium vulgare,GCF_001399515.1,2022439,3276390,3,3222,3125,77,20
498848,Thermus aquaticus Y51MC23,GCF_001399775.1,1591138,2338641,5,2566,2412,63,91
1079,Blastochloris viridis,GCF_001402875.1,2530394,3724841,1,3330,3225,61,44
41899,Burkholderia plantarii,GCF_001411805.1,5539791,8081051,3,7060,6804,81,175
1328,Streptococcus anginosus,GCF_001412635.1,750364,1924513,1,1954,1836,75,43
69395,Caulobacter henricii,GCF_001414055.1,2603436,3957288,2,3791,3672,59,60
1616788,Paenibacillus bovis,GCF_001421015.2,2604995,5517199,2,4831,4659,118,54
1178482,Halomonas huangheensis,GCF_001431725.1,2784520,4757486,1,4160,4052,79,29
84531,Lysobacter antibioticus,GCF_001442745.1,3953384,5916388,1,4896,4775,60,61
262324,Lysobacter gummosus,GCF_001442805.1,4029701,6056618,1,5046,4905,61,80
1307839,Salinivirga cyanobacteriivorans,GCF_001443605.1,1878485,4812386,1,3837,3739,59,39
161398,Pseudoalteromonas phenolica,GCF_001444405.1,1975835,4868993,2,4327,4160,145,22
1249552,Pseudohongiella spirulinae,GCF_001444425.1,1806518,3345119,1,3097,3018,49,30
76123,Prevotella enoeca,GCF_001444445.1,1329732,2861432,1,2466,2351,66,49
336810,Candidatus Sulcia muelleri,GCF_001447915.1,45765,190657,1,None,None,None,None
1307443,Fusobacterium hwasookii ChDC F206,GCF_001455085.1,662087,2430523,2,2395,2299,58,38
44577,Nitrosomonas ureae,GCF_001455205.1,1471424,3307820,1,3095,2949,47,99
1219067,Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759,GCF_001456255.1,2333322,5175153,2,4680,4488,167,25
1578165,Mycobacteroides saopaulense,GCF_001456355.1,3012720,4649175,1,4587,4483,54,50
76857,Fusobacterium nucleatum subsp. polymorphum,GCF_001457555.1,662575,2455060,2,2397,2299,65,33
1715989,Candidatus Nitrospira inopinata,GCF_001458695.1,1951738,3295117,1,3100,3021,53,26
76936,Helicobacter typhlonius,GCF_001460635.1,746338,1920832,1,1967,1882,48,37
1334193,[Enterobacter] lignolyticus,GCF_001461805.1,2693793,4702949,1,4448,4293,113,42
162209,Paenibacillus naphthalenovorans,GCF_001465255.1,2583920,5200139,1,5166,4949,131,86
93219,Pandoraea norimbergensis,GCF_001465545.3,3889222,6167370,1,5458,5306,82,70
93218,Pandoraea apista,GCF_001465595.2,3489455,5571260,2,5062,4890,81,91
200991,Planococcus rifietoensis,GCF_001465795.2,1698325,3505011,1,3530,3416,103,11
1374,Planococcus kocurii,GCF_001465835.2,1426117,3485580,2,3435,3294,103,38
446860,Kocuria flava,GCF_001482365.1,2689747,3638342,5,3302,3184,62,56
76731,Roseateles depolymerans,GCF_001483865.1,3782163,5681722,1,4968,4804,74,90
1078773,Herbaspirillum rubrisubalbicans M1,GCF_001483945.1,3452461,5611261,1,4922,4820,71,31
1341692,Clostridium autoethanogenum DSM 10061,GCF_001484725.1,1353267,4352446,1,4022,3875,101,46
446692,Acetobacter senegalensis,GCF_001499615.1,2208895,3969909,2,3639,3459,77,103
389348,Candidatus Protochlamydia naegleriophila,GCF_001499655.1,1286083,3030375,2,2577,2492,57,28
1411621,Hymenobacter sedentarius,GCF_001507645.1,2968280,4868852,1,4036,3933,56,47
1768108,Deinococcus actinosclerus,GCF_001507665.1,2304592,3264334,1,3290,3172,61,57
2041,Aeromicrobium erythreum,GCF_001509405.1,2618052,3629239,1,3485,3413,56,16
51665,Aerococcus urinaeequi,GCF_001518795.1,809977,2054328,1,1926,1831,79,16
83655,Leclercia adecarboxylata,GCF_001518835.1,2679627,4803917,1,4531,4360,128,43
1385591,Burkholderia mayonis,GCF_001522635.2,4890238,7357530,2,6604,6287,76,241
1637837,Burkholderia savannae,GCF_001524625.2,4767192,7081173,3,6284,6058,76,150
2906076,Flavobacterium covae,GCF_001534645.1,1023136,3321600,1,2885,2776,89,20
634113,Candidatus Arsenophonus lipoptenae,GCF_001534665.1,208103,836724,1,676,620,40,16
456163,Thermus parvatiensis,GCF_001535545.1,1381679,2016098,2,2319,1787,56,476
68214,Streptomyces griseochromogenes,GCF_001542625.1,7616681,10764674,1,9803,9241,96,466
87541,Aerococcus christensenii,GCF_001543105.1,640670,1634920,1,1587,1472,76,39
1376,Aerococcus urinae,GCF_001543175.1,840938,1974262,1,1809,1726,76,7
128944,Aerococcus urinaehominis,GCF_001543245.1,782931,1831400,1,1721,1635,73,13
1377,Aerococcus viridans,GCF_001543285.1,866216,2199877,1,2068,1912,81,75
1273132,Liberibacter crescens,GCF_001543305.1,538892,1522119,1,1379,1292,62,25
1622118,Lutibacter profundi,GCF_001543325.1,883280,2966978,1,2657,2575,50,32
1555112,Limnochorda pilosa,GCF_001544015.1,2661659,3817036,1,3557,3401,59,97
1514105,Erysipelothrix larvae,GCF_001545095.1,940022,2511486,2,2384,2315,52,17
507626,Halomonas chromatireducens,GCF_001545155.1,2495568,3973651,1,3786,3542,68,176
1298851,Thermosulfidibacter takaii ABI70S6,GCF_001547735.1,781461,1816670,1,1890,1822,52,16
1303921,endosymbiont of Bathymodiolus septemdierum str. Myojin knoll,GCF_001547755.1,569305,1469434,1,1584,1519,42,23
